id,headline,subheading,body,generated_subheading
uk-northern-ireland-41401080,Belfast-built Tucano touches down for RAF squadron tour,There was a warm welcome home for a pair of Tucano Mark I planes as they roared in over Aldergrove airbase in County Antrim.,"By Mervyn JessBBC News NI The Belfast-built aircraft made the journey to mark the centenary of the Royal Air Force's (RAF) 72 Squadron. Their visit also coincides with the 30th anniversary of the basic trainer's first roll-out at the Shorts factory. The stop is the last one on a centenary tour of airbases that have been home to 72 Squadron over the decades. Flight Lieutenant Chris Nash, who flew one of the Tucanos into Belfast, explained why it is painted in the Battle of Britain colours of the Spitfire, with Enniskillen written on the fuselage. ""It's to do with the way the Spitfires were financed for 72 Squadron during the Second World War,"" he said. ""A war fund was set up at that time and local communities raised money to help build a Spitfire, and that's why they got their name down the side of the aircraft."" The experienced jet pilot explained that he felt a sense of intimidation as a young pilot flying the Tucano, the RAF's basic training plane, for the first time. ""There's more power,"" he said. ""You sit in the front as a student with the staff officer behind you, whereas in previous aircraft it's side by side. ""You're wearing an oxygen mask, you're on an ejection seat and it all starts to feel far more military. ""It's quite challenging to fly but very rewarding once you get used to it and it will continue to be the RAF's basic trainer until 2019."" When the Tucano was first rolled out at Shorts in east Belfast to great fanfare in 1987, the future of thousands of jobs depended on it. But the launch day was not without controversy. Several hundred Shorts workers blocked a road outside the factory in protest at the presence of the then Northern Ireland secretary Tom King over the government's signing of the Anglo-Irish Agreement. Sir Philip Foreman, the Shorts boss at the the time, was not impressed by those who took part in the protest, describing their actions as damaging. ""I'm sure what went on today will be seen around the world and it will certainly damage our business - it puts at risk 7,000 jobs,"" he said. ""But I don't think the people who did this sort of thing really understand the damage they are doing and I can't stress too strongly how irresponsible it is."" In spite of the concerns, the Tucano proved to be a success. The RAF ordered more than 100 of the aircraft, which were built in a joint venture with the Brazilian aerospace company Embraer. Former Shorts test pilot Paddy Crowther has his own memories of that time, particularly of one occasion when his engine cut out while flying over Rathlin Island. ""There is only one engine on the Tucano so it made for an interesting time - we had to divert to Machrihanish near the Mull of Kintyre,"" he explained. ""But apart from that it was very enjoyable to fly - even people like Prince William thought it was good. ""I spoke to his father Prince Charles about it at Hillsborough Castle once and they both thought the Tucano was excellent. ""Compared to other more sedate Shorts aircraft like the Skyvan, 330 and 360 passenger aeroplanes, the Tucano had a little more oomph to it."" Shorts has a history of successfully developing and building aircraft, both civil and military. including the World War Two Stirling bomber. The Tucano is right up there with the best of them.",blocrafty Mervyn JessBBC News NI The Belfast-built aircraft made the journey to mark the centenary of the Royal Air Force's (RAF) 72 Squadron. Their visit also y
uk-politics-39499331,PM hints at help for diesel car owners over 'toxin tax',"Diesel car owners could get some help from the government if cities adopt new charges to tackle pollution, Theresa May has suggested.","An ultra low emission zone will come into force in London in April 2019, with a £24 a day fee for some drivers. A so-called ""toxin tax"" of up to £20 a day is also expected to be rolled out to several other UK cities. The government was forced to act by a High Court judge after losing a legal battle with lawyers ClientEarth. It came after the UK got a ""final warning"" on air quality from the European Commission. One road in Brixton, South London, hit its permitted annual pollution level in five days. Owners of diesel cars - who were encouraged by previous governments to buy them as they were thought to be more economical and less harmful in terms of carbon dioxide emissions - have expressed anger and confusion at the move. Former Labour Chancellor Gordon Brown introduced a lower vehicle tax for diesel cars in 2001 - but there has been increasing concern that they emit dangerous levels of nitrogen dioxide, which is thought to cause thousands of premature deaths in the UK. London Mayor Sadiq Khan announced on Tuesday that from April 2019 there would be a £12.50 charge - on top of the existing congestion charge - in central London for petrol cars that do not meet Euro 4 standards and diesel vehicles that do not meet Euro 6 standards. According to City Hall, this will hit most petrol cars more than 13 years old in 2019, and diesel cars more than four years old in 2019. In 2015, former Labour science minister Lord Drayson said Tony Blair's government made a mistake in promoting diesel cars because they were now ""killing people"". Motoring organisations have said diesel car drivers are being ""punished"" for following a previous government's policy. And Mrs May has now hinted there will be schemes to help drivers who were told that diesel vehicles were the right purchase. Speaking on her trip to Jordan and Saudi Arabia, she said: ""Decisions will be taken when we produce that [air quality] plan. ""But I'm very conscious of the fact that past governments have encouraged people to buy diesel cars and we need to take that into account when we look at what we do in the future."" She did not set out any specific plans, but there have been reports of a scrappage scheme that could pay people to get rid of their diesel vehicles.","잠 ultra low emission zone will come into force in London in April 2019, with a £24 a day fee for some drivers. A so-called ""toxin tax"" of up to £20 a day is"
business-46896560,Gillette maker's boss warns on Brexit price rises,"The boss of Procter and Gamble, maker of Fairy liquid and Gillette razors, says its products could cost more if the UK leaves the EU with no deal.","Tariffs the company may have to pay would be added to grocery bills, David S. Taylor told the BBC. ""If it's a hard exit it can drive cost in the system,"" he said. Procter and Gamble and many other companies want ""an amicable solution between the UK and the EU,"" he said. He joins a chorus of business voices trying to put pressure on MPs to come to an agreement, including the British Chambers of Commerce, the Federation of Small Businesses, the Institute of Directors and the Confederation of British Industry. ""What happens is if there's additional money through tariffs or other costs that have been incurred somehow, we'll have to cover those. So we encourage the two parties to work together and find a solution,"" he said. Last month, Bank of England governor Mark Carney warned that food prices could rise between 5% and 10% if there is a disorderly Brexit. Mr Carney told MPs that in the most ""extreme"" case, prices would rise by 10%, but in a less severe scenario the increase would be about 6%. The Bank of England has attempted to assess the impact of Brexit on several occasions. All its assessments have seen it as a potential negative for the economy. In total, 53% of all imports to the UK come from the European Union, it's largest trading partner. The UK imports 30% of its food from the EU.","business voices trying to put pressure on MPs to come to an agreement, including the British Chambers of Commerce, the Federation of Small Businesses, the Institute of Directors and"
business-13938527,Carpetright profits slump 70% in 'challenging' trading,"Carpetright has seen its annual profits slump by 70% in the face of ""very challenging trading conditions"".","Pre-tax profit for the year to 30 April was £6.6m, down from £22.3m a year earlier, with trading hit by reduced consumer spending and the continuing weakness in the housing market. Annual revenues at the carpet and floor covering retailer were 6% lower at £486.8m. Carpetright said it was reviewing the number of its stores. Its shares fell 5% in early trading. The company had already issued two profit warnings earlier this year. Sales pressure Carpetright chairman and chief executive Lord Harris said: ""The group faced very challenging trading conditions in the year under review, with fragile consumer confidence producing a weak floor coverings market, leading to a reduction in sales volumes and profitability. ""Against this backdrop we have taken a number of management actions to adapt the product proposition whilst retaining competitiveness in the market."" During the year, Carpetright reduced its number of stores across the UK and the Irish Republic by 27 to 559, as part of wider cost-cutting measures. Annual revenues at its business in continental Europe were down 8%. The most recent government figures showed that UK retail sales fell 1.4% in May, while the Halifax said house prices last month were 4.2% lower than a year earlier. Lord Harris added: ""Looking forward I see no respite from the challenging environment over the next year. ""That said, I remain confident the group is well positioned to deliver future profitable sales growth once consumer demand improves."" Related Internet Links http://www.carpetright.plc.uk/","臭re-tax profit for the year to 30 April was £6.6m, down from £22.3m a year earlier, with trading hit by reduced consumer spending and the continuing weakness in the hou"
uk-politics-38628428,Brexit: UK 'could change economic model' if single market access denied,"The UK may be forced to change its ""economic model"" if it is locked out of the single market after Brexit, Chancellor Philip Hammond has said.","Mr Hammond said the government would not ""lie down"" and would ""do whatever we have to do"" to remain competitive. He had been asked by a German newspaper if the UK could become a ""tax haven"" by further lowering corporation tax. Labour's Jeremy Corbyn said his comments sounded like ""a recipe for some kind of trade war with Europe"". Having so far refused to offer a ""running commentary"" on her plans, Prime Minister Theresa May is expected to spell out the most detail so far of her Brexit strategy in a speech on Tuesday. Reports have suggested she will signal pulling out of the EU single market and customs union, although Downing Street described this as ""speculation"". In an interview with the German newspaper Welt am Sonntag newspaper, Mr Hammond said he was ""optimistic"" a reciprocal deal on market access could be struck, and that he hoped the UK would ""remain in the mainstream of European economic and social thinking"". ""But if we are forced to be something different, then we will have to become something different,"" he said. ""If we have no access to the European market, if we are closed off, if Britain were to leave the European Union without an agreement on market access, then we could suffer from economic damage at least in the short-term. ""In this case, we could be forced to change our economic model and we will have to change our model to regain competitiveness. And you can be sure we will do whatever we have to do. ""The British people are not going to lie down and say, too bad, we've been wounded. We will change our model, and we will come back, and we will be competitively engaged."" 'Extremely risky' Asked about Mr Hammond's comments during an interview on The Andrew Marr Show Mr Corbyn said ""He appears to be making a sort of threat to EU community saying 'well, if you don't give us exactly what we want, we are going to become this sort of strange entity on shore of Europe where there'll be very low levels of corporate taxation, and designed to undermine the effectiveness or otherwise of industry across Europe.' ""It seems to me a recipe for some kind of trade war with Europe in the future. That really isn't a very sensible way forward."" Mr Corbyn also said Mrs May ""appears to be heading us in the direction of a sort of bargain basement economy"", adding: ""It seems to me an extremely risky strategy."" More like Singapore? by BBC business correspondent Joe Lynam According to Philip Hammond, Britain might be ""forced"" to change its economic model. To what? For some, the true advantage of leaving the EU would be to tear up the 'rules' and make Britain more like Singapore. Singapore abides by World Trade Organisation and ASEAN (the Association of Southeast Asian Nations) trade rules, but it's famed for its light touch regulation - especially when it comes to financial services - which some Brexiteers feel is the opposite of EU ""meddling"". But turning a large G7 economy with a robust social model into a city state might be difficult. It might involve the government handpicking which industries it thinks will be successes and rapidly neglecting existing sectors. Millions of people would need to get brand new qualifications while those with undesirable skills would become surplus to requirements. Massive infrastructure projects might be rushed through with minimal consultation. For a country with Britain's past and present, is that a possible future? Scottish First Minister Nicola Sturgeon said it appeared Brexit would mean a ""low-tax, deregulated race to the bottom"", with workers' rights and environmental protections threatened. She wrote on Twitter: ""If that is the case, it raises a more fundamental question - not just are we in/out EU, but what kind of country do we want to be?"" In her speech on Tuesday, the prime minister is expected to call on the country to ""put an end to the division"" created by the EU referendum result. She will urge the UK to leave behind words such as ""Leaver and Remainer and all the accompanying insults and unite to make a success of Brexit and build a truly global Britain"". Several of Sunday's newspapers claim Mrs May will outline a ""hard Brexit"" approach, a term used to imply prioritising migration controls over single market access. Northern Ireland Secretary James Brokenshire said he did not think it was a ""binary choice"" between trade and migration, but added that the ""very stark message"" from the EU referendum was that ""free movement as it exists today cannot continue in to the future"". Speaking on the BBC's Sunday Politics, Liberal Democrat leader Tim Farron said a ""hard Brexit"" had not been on the ballot paper in June's referendum and accused the PM of adopting ""the Nigel Farage vision"" of Brexit. Mr Farage, the former UKIP leader, told Sky News he had ""yet to be convinced"" by the PM's approach.","ve been wovernmentᆣould not ""lie down"" and would ""do whatever we have to do"" to remain competitive. He had been asked by a German newspaper if the UK could become"
uk-politics-17936005,MPs' pay: Public asked for views in Ipsa consultation,The body in charge of setting MPs' salaries and pensions has launched a public consultation on whether MPs are giving taxpayers value for money.,"The Independent Parliamentary Standards Authority (Ipsa) chair, Sir Ian Kennedy, said he would not be guided by ""political insiders"" in Westminster. This will be the first time pay and pensions are decided independently of Parliament or government. ""This is a huge change from the past,"" Sir Ian said. On the Ipsa website, he asks: ""How much should MPs be paid? ""I'm sure you have a view. We want to hear it."" Ipsa had dealt with the ""mess created by the expenses scandal"", Sir Ian said, with MPs' claims now documented online and rules adhered to. Deciding on MPs' pay and pensions was Ipsa's ""next big challenge"". Democratic heritage The body is hoping to reach a consensus on the experience and skills needed to be an MP, and what MPs' responsibilities are at work. This could help compare MPs' pay with that of similar roles. But it would not be easy, Sir Ian warned, since MPs argued that they all did their jobs differently and being an MP was a ""unique"" profession. Ipsa has decided ""to get as many views as possible"" before reaching any conclusions. ""Of course, the views must be informed rather than a reaction to recent events,"" Sir Ian said. ""We are talking about something very important here: part of the fabric which makes up our democratic heritage. How we remunerate MPs is a statement about the place they have in our society. ""So, we have to move carefully and thoughtfully.""","범위 Independent Parliamentary Standards Authority (Ipsa) chair, Sir Ian Kennedy, said he would not be guided by ""political insiders"" in Westminster. This will be the fir"
uk-scotland-47855150,New medicines approved for Scottish NHS,"New medicines for treating migraines, psoriasis and liver cancer have been approved for use by NHS Scotland.","The three drugs have been licensed by the Scottish Medicines Consortium for use in the Scottish health service. They include Erenumab, for chronic migraines, Lenvatinib, for liver cancer patients, and Certolizumab, for moderate to severe psoriasis. SMC chairman Dr Alan MacDonald said the committee hoped the moves would be welcomed by patients. Patients suffering from chronic migraines who have seen at least three other preventative medicines fail will now be able to take Erenumab, also known as Amiovig, after it was found to reduce the duration of symptoms such as extreme head pain and nausea. Liver cancer patients with hepatocellular carcinoma - a type of cancer often diagnosed at a late stage, giving patients a poor prognosis - will be able to access Lenvatinib (or Lenvima) if they are not able to undergo surgery or have a transplant. And Certolizumab (or Cimzia) offers another treatment option for adult patients with moderate to severe plaque psoriasis, which has not responded to standard therapies.","three drugs have been licensed by红 Scottish Medicines Consortium for use in the Scotti$h health service. They include Erenumab, for chronic migraines, Lenvatin"
world-europe-12249452,German reality TV star Cora dies after sixth breast op,"German tabloids have been mourning reality TV star Carolin ""Sexy Cora"" Berger, who died in a coma after her sixth breast operation, aged 23.","Ms Berger, a sex film celebrity, had joined the German version of Big Brother last year, where she behaved more and more outrageously. She embarked on a series of breast enlargements in a bid to keep her publicity going. Hamburg prosecutors are investigating her doctors for negligence. Ms Berger was put in an artificial coma on 11 January because of serious complications after her sixth operation, which took place at a clinic in the north German city. It is believed she suffered two cardiac arrests after the procedure to enlarge her breasts from a 70F to a 70G (UK: 34F to 34G). She had wanted to increase the size of her silicone breast enhancements from 500g (18oz) to 800g (28oz) each, Bild newspaper reported. 'Senseless death' ""The senseless death of Big Brother star Cora shocks the whole of Germany,"" Bild said. ""[Her] frail, 48kg (106lb) body struggled against death for 224 hours. She lost. Cora is dead!"" Hamburg tabloid Morgenpost, which had a special section called simply ""Cora"", said Ms Berger had recently come back from a cruise to Dubai with her husband. Just before the operation, the Berlin-born TV star tweeted her fans a cute photo of her dog sleeping in a laundry basket, it added. Prosecutors in Hamburg announced they were investigating the anaesthesiologist and the surgeon who performed the operation at the Alster plastic surgery clinic, on suspicion of negligent homicide. They said a post-mortem would be performed on Ms Berger.","苍s Berger, a sex film celebrity, had joined the German version of Big Brother last year, where she behaved more and more outrageously. She embarked on a seri"
uk-england-devon-18867654,KEVICC uniform protest detentions: Parents slam 'spiteful' crackdown,Parents at a school in Devon have expressed shock that their children are being punished for protesting against the reintroduction of a school uniform.,"King Edward VI Community College, in Totnes, abolished its uniform in 2003 but said it would return in September. Some students have been disciplined with ""internal exclusion"" for staging protests against the decision. Parent Mik Wells said the punishment was ""unfair and spiteful"". The school said the protests were ""truancy"". Principal Kate Mason announced the school would reintroduce a uniform in September following a report which suggested the school was perceived as ""scruffy"". She said the school hosted a consultation and the ""responses clearly favoured"" a uniform. 'Culture of fear' Pupils opposed to the changes staged protests - including waving banners and walking out of lessons - on 2, 3 and 4 July. But Mr Wells, whose 14-year-old daughter has been put into internal isolation for two days, said he was was ""shocked"" by the punishment. Chris Mockridge, whose daughter also goes to the school, said: ""This isn't all about uniform, there's people who really want the uniform who are really angry also. ""The communication within the school has completely broken down. ""They won't talk to me and they won't talk to anyone else - that's not a culture of openness, that's a culture of fear."" Police involvement Mr Mockridge said the exclusions were taking place during Activities Week. ""Parents have paid for these activities, the dearest of these is £250, and the kids are not going to go on those activities, so who's going to pay for them? No-one's talking."" On its website, the school said the protest had led to ""misbehaviour"". It said: ""The behaviour was disruptive but contained by staff on site and then by the police on the bridge. ""There was, however, a small number of students who chose to protest... such truancy cannot continue."" A police spokesman said no-one was arrested during the protest. The local education authority, Devon County Council, said it was a matter to be dealt with by school governors. The 450-year-old school, also known as KEVICC, includes a sixth form and a performing arts college. It recently got a ""satisfactory"" rating from Ofsted.","ing Edward VI Community College, in Totnes, abolished its uniform in 2003 but said it would return in September. Some students have been disciplined with ""in"
10550867,Glee challenges 30 Rock Emmy run,Hit musical comedy Glee is in pole position to end 30 Rock's three-year run as best comedy in the nominations for the US TV Emmy Awards.,"Glee, which has 19 nominations in total, and 30 Rock go up against Curb Your Enthusiasm, Modern Family, Nurse Jackie and The Office. HBO's World War II mini-series The Pacific, co-produced by Steven Spielberg, leads the way with 24 nods. The 62nd Emmy Awards will take place on 29 August in Los Angeles. Glee, which is broadcast on E4 and Channel 4 in the UK, also received best comedy actor nominations for Matthew Morrison, who plays teacher Will Schuester, and Lea Michele - Rachel Berry in the series. Glee's Morrison goes up against actors including previous winner Steve Carell of The Office - with his fifth nomination in a row - and Curb Your Enthusiasm' s Larry David. In the best comedy category, Glee and 30 Rock face competition from new show Modern Family, which is made in the style of a mock documentary focusing on the lives of one extended family. Meanwhile, former ER star Julianna Margulies is nominated for best actress in a drama for her role as the wife of a disgraced public official in The Good Wife. The Pacific, narrated by Tom Hanks - who is also an executive producer - is nominated in categories including best mini-series. The show, which tells the story of three Marines fighting America's battle with the Japanese in the Pacific, goes up against the BBC's Return To Cranford, starring Dame Judi Dench. Dame Judi is nominated for best actress in a mini-series for Cranford and is pitched against fellow Briton Dame Maggie Smith for Capturing Mary. Flying flag The equivalent category for an actor is also a battle of the Britons with nominees including Sir Ian McKellen and Michael Sheen. Sir Ian is up for The Prisoner while Sheen is nominated for his role as Tony Blair in The Special Relationship, penned by The Queen and Frost/Nixon screenwriter Peter Morgan, who is recognised in the mini-series writing category. Morgan's drama is also in the running for best TV movie. Dame Judi's Cranford co-star Jonathan Pryce, meanwhile, is up for best supporting actor in a mini-series. Period drama Mad Men has 17 nominations including for best drama series, a category which includes vampire show True Blood and Lost, which ended this year after six seasons. Lost star Matthew Fox is nominated for best actor in a drama against fellow contenders including Hugh Laurie for House. The British actor won the equivalent Golden Globe award in 2006 and 2007. Other actors flying the flag for the UK include Sir Patrick Stewart, for Hamlet, and Sir Michael Gambon, for BBC Jane Austen adaptation Emma - both up for best supporting actor in a mini-series. There were also nods for Jamie Oliver's Food Revolution for the reality award, Believe: The Eddie Izzard Story for non-fiction special, and cartoon podcast The Ricky Gervais Show for best animation.","ced by Steven Spielberg, leads the way with 24 nods. The 62nd Emmy Awards will take place on 29 August in Los Angeles. Glee, which is broadcast on E4 and Chann"
uk-northern-ireland-17468152,Current A&E system 'intolerable',"The person leading an action group looking at reducing waiting times at emergency departments across Northern Ireland has said the current system is ""intolerable"".","By Marie-Louise ConnollyBBC Northern Ireland health correspondent Mary Hinds, director of nursing at the Public Health Agency, spent six weeks observing how the A&E service is run at the Antrim Area Hospital. Patients, staff and management were interviewed. Ms Hinds will submit her report to the health minister shortly. Speaking to the BBC, she said there needed to be a better management of patients. When asked if some patients are being managed in an environment which is not safe, she said: ""There should be the appropriate number of nurses to look after the patients. ""When admitted to hospital and you are delayed in the system, someone should be appointed to care for you. ""There should be someone responsible for you, for monitoring you, and caring for you."" Ms Hinds refused to comment on the care of the elderly man who died on a hospital trolley at the Royal Victoria Hospital after waiting almost 24 hours for a bed. It was revealed last week that the man had died unnoticed in the accident and emergency department on Tuesday 6 March. However, Ms Hinds clearly laid out what should be in place when a person is admitted to an emergency department. ""It is our responsibility to try and fix it,"" she said. ""Even today I have challenged nurses to try and speak with courage to help fix their services every single day they go into work. ""For the very first time we've now got a commitment from the department to support normal ranges of staffing levels for nursing and that is a first. ""That will ensure safe staffing levels across our trusts in Northern Ireland. Speaking after a speech from Health Minister Edwin Poots to over a hundred nurses, where he outlined his plans to address the A&E crisis, Ms Hinds said he had shown ""great courage"". ""The Minister is showing real leadership,"" she said. ""He is showing that he's making it a priority, he is showing that patients being delayed in A&E is unacceptable. ""I think there is a bringing together of energy and I hope this new action group which has been formed will make the difference. "" After their time spent at the Royal Victoria Hospital's A&E department, it is expected that the team will observe the Ulster Hospital's emergency area in the South Eastern Health Trust.",", director of nursing at the Public Health Agency, spent six weeks osserving how the A&E service is run at the Antrim Area Hospital. Patients, staff and management"
technology-41928147,Code bug freezes $150m of Ethereum crypto-cash,More than $150m (£115m) of a crypto-currency called Ethereum may have been permanently frozen after a code bug was accidentally triggered.,"The bug was in code written by Parity Technologies to create digital wallets holding virtual coins - called Ether. It let someone hunting for bugs become the joint owner of hundreds of wallets. However, when the unidentified person tried to reverse their mistake they stopped the original owners of the wallets getting access too. Find and fix In a statement, Parity Technologies said all wallets created after 20 July this year were affected by the mistake. It provided a link to a separate page on which Ether holders could check to see if their wallet was among this vulnerable batch. Parity expressed regret over the ""great deal of stress and confusion"" the incident had caused. It added: ""We continue to investigate the situation and are exploring all possible implications and solutions."" It is not yet clear whether Parity will be able to rectify the mistake. This is because the unidentified person who triggered the problem used a function that ""suicided"" code that could have been used to resurrect the wallets. Estimates of exactly how much of Ethereum's coins has been frozen vary widely. Low estimates put the figure at $150m but others suggest it could be as high as $300m. The bug was triggered while an unnamed developer was looking through the Parity code for ways that it could be exploited. Only wallets created after 20 July are affected because they use an updated version of Parity's wallet program issued to fix another bug that led to $30m of Ethereum coins being stolen. Ethereum is a crypto-currency similar to Bitcoin that uses a large network of computers to verify transactions and generate new coins. Currently, one Ether digital coin is worth about $314.",bug was in code written by Parity Technologies to create digital wallets holding virtual coins - called Ether. It let someone hunting for bugs become the joint o
uk-scotland-highlands-islands-26436060,Hushabye mountain: Ski resort may offer sleepovers,A snowsports centre has started looking at the potential of offering overnight accommodation to its visitors.,"Nevis Range and the University of the Highlands and Islands' Centre for Recreation and Tourism have launched a survey to gauge interest in the plan. People have been asked if they would stay in dormitories, chalets or luxury-style accommodation. The survey also asks how much visitors would be willing to pay and how long they would stay. Nevis Range had its busiest day for 10 years on 16 February when almost 1,700 skiers and snowboarders took to the slopes. The resort was not able to operate all of its lifts because some were still buried under unprecedented amounts of snow. Glencoe Mountain, another of Scotland's five outdoor ski centres, already offers holiday accommodation called Hobbit Houses.",", already offers holiday accommodation called Hobbit Houses. The resort was not able to operate all of its lifts because some were still buried under unprecedented amoun"
business-24194726,Greece resumes talks with creditors as strikes planned,The so-called troika of lenders has returned to Athens for its latest audit of the Greek economy.,"The visit will determine whether twice bailed-out Greece will get its latest instalment of cash. Representatives from the European Commission, the International Monetary Fund and the European Central Bank will take stock of how effective tough austerity measures have been. Fresh strikes are planned by public sector workers in response. 'Struggle' Sunday's talks will decide on the continued conditions for Greece's financial aid, and a 1bn euro (£844m) instalment which Greece expected to get in October. The EU is calling for the liquidation of Greece's defence industry, a further reduction in civil servant posts, and the health of the key privatisation programme. The main public sector union Adedy said that it would carry out a two day strike on Tuesday and Wednesday, while other unions are following suit. ""We will continue our struggle against the destructive policies of the government and the troika,"" Adedy said in a statement. This latest round of protests against austerity comes days after the Greek Finance Minister Yannis Stournaras said his country's economy is heading ""slowly towards recovery"" after it saw growth in the second quarter of the year. Mr Stournaras said available evidence suggested Greece will see quarter-on-quarter growth for the first time since its economic crisis began. Greece also reported slightly improved jobless figures for the summer period, as tourism saw a modest boost compared to the year before.","began. Greece also reported slightly improved jobless figures for the summer period, as tourism saw a modest boost compared to the year before. The main public sector "
uk-england-somerset-45220825,Somerset lost gold ring found on carrot dug up for dinner,A gold ring that was lost in a vegetable garden 12 years ago has been found on a carrot dug up for dinner.,"Lin Keitch, 69, from Monkton Heathfield near Taunton, Somerset, noticed it while washing her home-grown vegetables. It had been a 40th birthday present from her husband Dave, and was lost by their daughter. The couple believe the carrot grew through the ring. Ms Keitch said it was a ""chance in a million"" discovery. ""Dave dug up the carrots and left them outside the back door,"" she said. ""I cut the greens off and scrubbed them, and I thought, 'What's that? Goodness, it's my ring'."" She said even though the ring, with an amethyst stone in the centre, was covered in earth she recognised it immediately. ""Dave had bought it for me for my 40th birthday, but when it got too small for me I gave it to our daughter. ""She lost it up the garden - it must be at least 12 years ago. I thought I'd never see it again. ""I'm amazed the carrot grew through it."" You may also be interested in: Dave Keitch, 69, said he had looked for the ring regularly over the years ""every time I do the garden over"". He did not realise he had dug it up with the carrots last week. ""When Lin put it in the bowl to prepare them for dinner she noticed it on the end of the carrot. She was over the moon. ""She doesn't know whether to give it back to the daughter in case she loses it again, or keep it herself.""","âin Keitch, 69, from Monkton Heathfield near Taunton, Somerset, noticed it while washing her home-grown vegetables. It had been a 40th birthday present f"
world-us-canada-37198235,Ex-PM Stephen Harper quits Canada politics,"Former Prime Minister Stephen Harper has given up his seat as an MP, leaving Canadian politics after more than 20 years to focus on his businesses.","The news comes 10 months after Mr Harper lost the election to Justin Trudeau and then resigned as Conservative leader. He said representing Calgary in Parliament had been an honour. He was first elected as a Reform MP in 1993 and later led the Conservative Party to three election victories. In a written statement, he said: ""Friends, we did a lot together, but I know the best is yet to come. ""Our country must continue to serve as a model of prosperity and freedom."" Three election wins, no shortage of controversy Five things Stephen Harper got wrong He listed his achievements as cutting taxes and balancing the national budget. ""We got tough on crime and put families first. We managed our G7 economy through the worst global recession since the Great Depression, and came out in the strongest position of them all."" He said he was preparing for ""the next chapter"" of his life. According to Bloomberg, the 57-year-old will work on his consulting, with the intention of launching a firm in Calgary which will focus on international issues.",모르겠 news comes 10 months after Mr Harper lost the election to Justin Trudeau and then resigned as Conservative leader. He said representing Calgary in Parliament had been 
uk-wales-south-east-wales-36478937,Cardiff University race equality review after play concerns,Cardiff University has launched a racial equality review amid reports face paint was used to impersonate a staff member in a student-led play.,"Vice-Chancellor Prof Colin Riordan said he was keen for the whole university to ""learn lessons from the review"". It will focus on the School of Medicine and look at concerns raised about the play, Anaphylaxis, the university said. The independent panel will begin work over the summer and report back in the autumn. The university said it will also look at other related student societies and practices at its medical school to ""assess their impact on minority ethnic students and staff"". 'Committed' Prof Riordan said: ""Cardiff University needs to be a place where all our students and staff can thrive irrespective of their background and the review is part of our pro-active approach to ensuring this. ""Cardiff University takes issues relating to equality and diversity very seriously and is committed to supporting, developing and promoting equality and diversity in all of our activities."" Prof Dinesh Bhugra, professor of mental health and diversity from the Institute of Psychiatry at King's College London, will lead the review with two independent panel members, yet to be appointed.","Οice-Chancellor Prof Colin Riordan said he was keen for the whole university to ""learn lessons from the review"". It will focus on the School of Medicine and look at con"
